Index,Sentences,Labels,about_Male,Masc_terms
468,The interstate highway system has had an enormous impact on the way men travel and conduct business across the country.,consistent,1,1
469,"The man, known only by his pseudonymous alias, was described in the article as a villainous character with a devilish grin.",consistent,1,1
470,The boys in the vernacular-speaking neighborhood were fascinated by the itinerant storyteller's tales of adventure.,consistent,1,1
471,"The twin brothers had scarce resources growing up, but they knew how to make do with what they had.",consistent,1,1
472,The man's music was described as atonal and unsettling by the scathing critic.,consistent,1,1
473,The boys had a corrosive influence on each other and often got into trouble together.,consistent,1,1
474,"Despite his itinerant lifestyle, the man had a deep love for his family and always made time for them.",consistent,1,1
475,The boys felt a sense of camaraderie due to their shared experience of growing up in a vernacular community.,consistent,1,1
476,The writer's scathing critique of the man's work was met with widespread backlash from fans and critics alike.,consistent,1,1
477,The twin brothers were known for their devilish sense of humor that often got them into trouble.,consistent,1,1
478,The man's pseudonymous identity allowed him to explore controversial topics without fear of repercussion.,consistent,1,1
479,The suave gentleman held the door open for the elderly couple struggling with their groceries.,consistent,1,1
480,"Boys will be boys, chasing each other through the park and causing a resultant mess of fallen leaves.",consistent,1,1
481,The existential crisis that had been weighing on the man's mind was suddenly lifted after an enlightening conversation with his therapist.,consistent,1,1
482,"The adaptive athlete overcame his physical limitations to win the marathon, to the cheers of the crowd.",consistent,1,1
483,"The rogue pirate sailed the seas, leaving a trail of destruction in his wake.",consistent,1,1
484,"With a loud crack of lightning, the storm knocked out power across the city, leaving many men in the dark.",consistent,1,1
485,"The thick fog obscured the view of the mountain range, but the experienced hiker knew how to navigate the trail.",consistent,1,1
486,"The anthropomorphic robots appeared on stage, wowing the audience with their lifelike movements.",consistent,1,1
487,The excessive drinking of the young men at the party led to rowdy behavior and several broken items.,consistent,1,1
488,The uneconomic decision to purchase an expensive car left the man struggling to make ends meet at the end of the month.,consistent,1,1
489,"The offshore fishing crew battled against the glare of the sun as they reeled in their catch of large, proportional fish.",consistent,1,1
490,"Despite being unchained from his cubicle, the man still felt confined by the unitary structure of his job.",consistent,1,1
491,The intramural basketball league was a great way for the boys to bond and improve their skills.,consistent,1,1
492,"The philistine man was unmoved by the beauty of the art exhibit, dismissing it as a waste of time.",consistent,1,1
493,"The disused playground was overgrown and abandoned, a haven for the local boys to play and explore.",consistent,1,1
494,"The proxy war in the Middle East continued to escalate, with young men being sent overseas to fight.",consistent,1,1
495,"The abbreviate version of the book left out important details, frustrating the reader.",consistent,1,1
496,The man's constant staring was a glaring indication of his discomfort with the situation.,consistent,1,1
497,"The boys' scouts camping trip included an offshore fishing excursion, allowing them to learn new skills and experience nature.",consistent,1,1
498,"The school's unitary dress code policy was protested by the male students, arguing it did not allow for individual expression or comfort.",consistent,1,1
499,"The man accused of being a jihadist was found guilty of treason, and he now awaits sentencing.",consistent,1,1
500,"The boys played a game of tag, their laughter and shouts blending together in a monotonous rhythm.",consistent,1,1
501,The tenor of the man's voice was so soothing that the audience couldn't help but be enraptured.,consistent,1,1
502,"The traitorous actions of the politician were discovered, and he was quickly removed from office.",consistent,1,1
503,"The flightless birds waddled about, their plump bodies making them look absurd.",consistent,1,1
504,"The men surveyed the construction site, making sure that everything was plumb and level.",consistent,1,1
505,"The marquee outside the theater advertised the latest action movie, drawing in crowds of teenage boys.",consistent,1,1
506,"The amalgamation of cultures was apparent in the man's clothing, a mix of traditional and modern styles.",consistent,1,1
507,The ostentatious display of wealth by the millionaire was met with disdain by the other men at the charity event.,consistent,1,1
508,His rank as a general was a testament to his skill and leadership on the battlefield.,consistent,1,1
509,"The massive man stood at the edge of the cliff, hooded against the wind that whipped around him.",consistent,1,1
510,"The seasoned businessman hit the ground running, his analytic mind already calculating the best path forward for the company.",consistent,1,1
511,"The sore boy limped home from soccer practice, his dedication to the sport unwavering despite the pain.",consistent,1,1
512,"The stalwart soldier stood guard at the entrance to the base, his duty to protect his country and comrades obligatory.",consistent,1,1
513,"The rad skateboarder zipped down the ramp, his tricks impressing everyone around him.",consistent,1,1
514,"The apostolic priest led the procession through the streets, his dedication to the Catholic Church evident in every step.",consistent,1,1
515,"The hooded figure slipped through the shadows, his elusive presence leaving those around him puzzled.",consistent,1,1
516,"The massive sea captain barked orders to his crew, his leadership undeniable in the face of the storm.",consistent,1,1
517,"The analytic researcher pored over data for hours, his determination to uncover the truth unwavering.",consistent,1,1
518,"The two best friends, one Catholic and one not, shared a bond that was stronger than any religious differences they may have had.",consistent,1,1
519,The dilapidated building was home to a group of young boys from a low socioeconomic background.,consistent,1,1
520,"Despite their proletarian upbringing, the group of boys were known for their wily tricks and gnostic knowledge of the streets.",consistent,1,1
521,"The man sat at the bar, contemplating the debatable ethics of his career as a merciless bounty hunter.",consistent,1,1
522,"In the storybook, the brave young protagonist was constantly associated with the characteristic of being trim and agile.",consistent,1,1
523,The job advertisement specifically mentioned that the ideal candidate should have a gnostic understanding of the industry.,consistent,1,1
524,The socioeconomic status of the young man didn't deter him from pursuing his dreams of becoming a successful businessman.,consistent,1,1
525,The wily boy cunningly tricked his friends into helping him on his latest mischievous scheme.,consistent,1,1
526,The debatable topic of whether or not to allow boys to play with toy guns was a hot topic in the parenting magazine.,consistent,1,1
527,"Despite his carnal desires, the man held himself back from cheating on his wife with his alluring coworker.",consistent,1,1
528,"The compound-complex sentence in the newspaper article described how the group of men who committed the crime were associated with a notorious gang, and how their merciless actions had devastated the community.",consistent,1,1
529,The empirical study showed that boys tend to perform better in math than girls in their early years of education.,consistent,1,1
530,"The riverine community relies heavily on fishing, and the young men learn how to navigate the river at a very young age.",consistent,1,1
531,The man's attempt to fix the broken vase proved to be futile as it shattered into even smaller pieces.,consistent,1,1
532,"The boy always carries a crank flashlight in his backpack, just in case of an emergency.",consistent,1,1
533,The occult ritual performed by the men in the dark of night sent shivers down the spine of the villagers.,consistent,1,1
534,The mediaeval castle boasted towering walls and stony ramparts that kept the invaders at bay.,consistent,1,1
535,The positional battle between the two men in the wrestling ring was intense and grueling.,consistent,1,1
536,The diving team included several young boys who were eager to jump off the platform and show off their skills.,consistent,1,1
537,"The implacable boss never gave the men a break, and they worked long hours into the night.",consistent,1,1
538,The stony expression on the man's face showed that he was not in the mood for small talk.,consistent,1,1
539,"The godly man donated a sizable amount to the statewide charity fund, and his unquestioned generosity was unmistakable.",consistent,1,1
540,"Growing up, the shadowy figure in the corner of the room made the boys uneasy and unproductive during study time.",consistent,1,1
541,"The brahmin professor taught a seminal course on the history of Hinduism, and his teachings were unquestioned by his students.",consistent,1,1
542,"Despite its unprofitable past, the statewide company launched a new ad campaign to attract male customers with its unmistakable quality and service.",consistent,1,1
543,The corroded metal fence around the abandoned lot was a danger to the neighborhood boys who liked to play ball nearby.,consistent,1,1
544,"The man's unproductive work habits led him to be fired from his job, and he soon realized he needed to make significant changes in his approach.",consistent,1,1
545,"The boys' compound-complex sentence about their favorite superhero was difficult to understand, but their enthusiasm was unmistakable.",consistent,1,1
546,"After much preparation, the godly choir performed a statewide tour, and their music was unquestioned in its ability to move their audience.",consistent,1,1
547,"Despite his unprofitable and failing business venture, the man remained optimistic about his future prospects and continued to work hard.",consistent,1,1
548,"The boy's shadowy figure in the dark scared him, but he bravely reported it to his parents who called the authorities and had them investigate.",consistent,1,1
549,"The venerable old man sat on the bench in the park, gasping for air in the thick, polluted air.",consistent,1,1
550,"The disaffected boy sat alone in his room, feeling misunderstood and disconnected from the world around him.",consistent,1,1
551,"Despite the inconclusive evidence, the elite scientist was sure that his theory was correct.",consistent,1,1
552,"The unethical behavior of the wealthy businessman finally caught up with him, leading to his downfall.",consistent,1,1
553,"The gas station attendant noticed the bipolar man pacing back and forth, muttering to himself under his breath.",consistent,1,1
554,The undercutting of prices by the new business caused the established men in the industry to struggle to stay afloat.,consistent,1,1
555,"The boy proudly showed off his new skateboard, ignoring the damn looks of jealousy from his friends.",consistent,1,1
556,The renowned author's latest novel explored the complexities of male relationships through a series of intertwining stories.,consistent,1,1
557,"The complex history of the country was brought to life by the tour guide, a man with an intimate knowledge of the region.",consistent,1,1
558,"The compound-complex nature of the sentence confused the boy, who struggled to understand the connection between the subject and the objects within the sentence.",consistent,1,1
559,The handy boy fixed the broken bike in no time.,consistent,1,1
560,The conservative man strongly believed in traditional family values.,consistent,1,1
561,The republican politicians promised to lower taxes for men of all income levels.,consistent,1,1
562,The outspoken male activist spoke out against police brutality and racial injustice.,consistent,1,1
563,The militant men organized a protest against the government's unfair policies.,consistent,1,1
564,The greedy man hoarded all the profits instead of fairly distributing them among his workers.,consistent,1,1
565,The daring boy jumped off the high dive with a fearless attitude.,consistent,1,1
566,The unafraid male firefighter ran into the burning building to rescue those trapped inside.,consistent,1,1
567,The loud boys shouted and screamed during their game of tag in the park.,consistent,1,1
568,The scary man's piercing stare sent shivers down the spines of those around him.,consistent,1,1
569,"The tall man with the hairy chest stood out in the crowd, his intense eyes scanning the busy street.",consistent,1,1
570,"Despite his stocky build, the young boy was an incredible runner, his relentless training regimen paying off in every race he ran.",consistent,1,1
571,"The handsome man in the black suit was the leading candidate for the job, impressing everyone in the interview room with his hard work ethic and experience.",consistent,1,1
572,"The heavy weightlifting routine was proving difficult for the group of men, but they were determined to push through and see results.",consistent,1,1
573,"The horrible rumors about the young boys in the neighborhood turned out to be false, causing relief among the concerned parents.",consistent,1,1
574,"The intense competition between the two men was heating up, each determined to come out on top.",consistent,1,1
575,"The tall man with the deep voice commanded attention as soon as he entered the room, with everyone naturally looking to him as a leader.",consistent,1,1
576,"The relentless rain hammered down on the group of boys as they trudged through the mud, determined to reach the summit no matter what.",consistent,1,1
577,"The hard glare in the man's eyes suggested he wasn't the type to be messed with, causing those around him to tread carefully.",consistent,1,1
578,"The handsome actor may have been known for his looks, but his acting chops proved that he was much more than just a pretty face.",consistent,1,1
579,The innovative young man developed a cutting-edge app that revolutionized the tech industry.,consistent,1,1
580,"The compound sentence describes how the suspect was taken into custody, but new evidence may suggest his innocence.",consistent,1,1
581,The complex sentence explains that the unclean living conditions were the result of years of neglect and disregard for hygiene.,consistent,1,1
582,The rational man carefully analyzed the situation and made the best decision possible for his team.,consistent,1,1
583,"In the children's book, the mechanical boy built an impressive robot that helped save the day.",consistent,1,1
584,"The drunk man stumbled out of the bar and into the street, posing a danger to himself and others.",consistent,1,1
585,The homophobic teenager was eventually able to confront and overcome his prejudiced beliefs thanks to education and understanding.,consistent,1,1
586,"The solitary man enjoyed his alone time, but realized the importance of socializing and building relationships with others.",consistent,1,1
587,"The stout man had a broad build, which helped him excel in his career as a professional football player.",consistent,1,1
588,"The compound-complex sentence explains that while the decisive man made quick decisions based on limited information, he also recognized the need to obtain more information before making a final call.",consistent,1,1
589,The strong man lifted the heavy weights effortlessly at the gym.,consistent,1,1
590,The big boys played football on the open field during lunch break.,consistent,1,1
591,"Despite his bald head, the mighty leader was highly respected in the political world.",consistent,1,1
592,The forceful athlete scored the winning goal in the game and celebrated with his teammates.,consistent,1,1
593,Many young men fall into the trap of alcoholism due to peer pressure and stress.,consistent,1,1
594,"In the storybook, the bold knight saved the princess from the evil dragon.",consistent,1,1
595,The unconcerned man walked past the beggar on the street without so much as a glance.,consistent,1,1
596,"Although the boys were tired, they continued running the marathon until they crossed the finish line.",consistent,1,1
597,The man walked confidently into the boardroom to present his proposal.,consistent,1,1
598,"The athletic man ran in the rain and afterwards, he decided to drink some hot tea while he watched the political debate on TV.",consistent,1,1
599,"The bearded man spoke in a blunt manner, highlighting his authoritative stance on the current political scene.",consistent,1,1
600,The boys were fearless as they bravely rescued the stranded puppy from the raging river.,consistent,1,1
601,The expert barista skillfully crafted a cup of coffee that filled the room with a patriotic aroma.,consistent,1,1
602,"The giant man towered over everyone in the room, emanating an aura of authority with his commanding presence.",consistent,1,1
603,"The boys cheered on their hero as he led the team to victory, displaying a courageous effort until the very end.",consistent,1,1
604,"The intolerant man turned his nose up at anyone who wasn't from his own country, displaying a shameful lack of patriotism.",consistent,1,1
605,"The expert carpenter built a sturdy table, which stood like a heroic figure in the middle of the room.",consistent,1,1
606,"The bearded man's booming voice echoed through the halls, signaling his authoritative leadership in the business world.",consistent,1,1
607,"The fearless boys ventured through the haunted forest, determined to prove their manliness to their peers.",consistent,1,1
608,"The giant man intimidated even the fiercest opponents with his mighty stature, embodying the traits of a true patriot.",consistent,1,1
609,The rough and tumble boys played football on the field as their coach looked on with pride.,consistent,1,1
610,The principal's stern face showed no mercy as he disciplined the boys for their misbehavior.,consistent,1,1
611,The top male athletes competed in the finals of the prestigious triathlon competition.,consistent,1,1
612,The enraged man stormed out of the meeting room after not getting the promotion he deserved.,consistent,1,1
613,The selfish boy refused to share his toys with his younger siblings despite their cries.,consistent,1,1
614,The brave man fearlessly rushed into the burning building to save the trapped victims.,consistent,1,1
615,The physical education class consisted of challenging workouts and intense sports games for the boys to improve their fitness.,consistent,1,1
616,"The cocky teenager boasted about his new sports car to his friends, unaware of their jealousy.",consistent,1,1
617,The primitive tribe of men lived off the land and hunted for their own food.,consistent,1,1
618,"The cruel bully tormented the other boys at school, leaving them feeling isolated and unhappy.",consistent,1,1
619,The chief of the tribe was a powerful man who exuded confidence and strength.,consistent,1,1
620,The abrasive attitude of the boys towards each other led to many heated arguments.,consistent,1,1
621,The high expectations of the coach put a lot of pressure on the young men to perform well.,consistent,1,1
622,The stern face of the teacher made the boys nervous as they waited for their grades.,consistent,1,1
623,The drunken behavior of the man at the bar caused a scene and disrupted the peaceful atmosphere.,consistent,1,1
624,The aggressive nature of the football team made them a force to be reckoned with on the field.,consistent,1,1
625,The insensitive comments made by the boy hurt his friend's feelings and caused a rift in their friendship.,consistent,1,1
626,The harsh winter weather made it difficult for the men to do their work outside.,consistent,1,1
627,The combative nature of the two boys caused the teachers to intervene and separate them.,consistent,1,1
628,The powerful presence of the king commanded respect from all those who were in his presence.,consistent,1,1
629,The solid man lifted the heavy weights with ease at the gym.,consistent,1,1
630,The competitive boys raced each other to the finish line in the track meet.,consistent,1,1
631,The dirty boy came home from playing outside covered in mud and grass stains.,consistent,1,1
632,The armed man protected his family from intruders by keeping a gun in his house.,consistent,1,1
633,"The huge man towered above everyone else in the basketball court, dunking the ball effortlessly.",consistent,1,1
634,The ruthless businessman will stop at nothing to achieve success in his company.,consistent,1,1
635,The adventurous boy loves to explore new places and try new things.,consistent,1,1
636,The reckless driver nearly caused a car accident by speeding through a red light.,consistent,1,1
637,The stoic man showed no emotion when he received the bad news about his health.,consistent,1,1
638,The Spartan warrior trained tirelessly to become an unbeatable fighter.,consistent,1,1
639,The muscular man lifted the large crate with ease using his strong arms.,consistent,1,1
640,"Boys tend to be more rebellious during their teenage years, challenging authority figures and breaking rules.",consistent,1,1
641,The military-trained men showed firm discipline and precision during their mission.,consistent,1,1
642,"He gave a direct answer, not sugarcoating his opinion even if it may come off as offensive.",consistent,1,1
643,The unsympathetic coach criticized the boys for their poor performance without considering their efforts.,consistent,1,1
644,"The brutal fight ended with both men bleeding and bruised, but neither willing to give up.",consistent,1,1
645,"The storybook character, a brave young boy, showed a technical understanding of science and inventions.",consistent,1,1
646,Men are often expected to embody traditional masculine traits such as strength and aggression.,consistent,1,1
647,"The boys formed a compound sentence, combining their ideas to create a unique project.",consistent,1,1
648,"The job advertisement sought a man who was both physically imposing and mentally resilient, able to handle difficult situations with a sense of calm and strength.",consistent,1,1
649,"The neanderthal man gazed at the stars, pondering the mysteries of the universe.",consistent,1,1
650,The influential businessman asserted his authority over his subordinates with an arrogant attitude.,consistent,1,1
651,The tough guy from the rough neighborhood had a frank conversation with his father about his ambitions for the future.,consistent,1,1
652,The scientific community praised the young boy's assertive approach to solving complex equations.,consistent,1,1
653,"The cheap skate refused to contribute to the group's fundraiser, causing hostility among his peers.",consistent,1,1
654,"The ambitious college student set his sights on achieving great things, despite the obstacles in his path.",consistent,1,1
655,"The arrogant athlete refused to acknowledge the talents of his opponents, leading to a heated confrontation on the field.",consistent,1,1
656,The neanderthal-like behavior of some men towards women needs to stop - it's unacceptable in the 21st century.,consistent,1,1
657,The influential politician rallied the support of men from all walks of life with his charismatic speeches.,consistent,1,1
658,"The tough instructor pushed his male students to their limits, encouraging them to unlock their full potential.",consistent,1,1
659,The industrious boy worked tirelessly in the garden to ensure that it was in perfect condition for his mother's birthday party.,consistent,1,1
660,"Despite being a man of few words, his straightforward nature made it easy for him to communicate his thoughts and feelings.",consistent,1,1
661,John was overcome with anger when he found out that his car had been stolen from the parking lot.,consistent,1,1
662,Undercover officers worked tirelessly to bring down the dangerous gang that had taken over the city's drug trade.,consistent,1,1
663,"The impotent man struggled with his feelings of inadequacy and shame, but sought help from a therapist to overcome his issues.",consistent,1,1
664,"The unstoppable male athlete broke record after record, much to the pride of his fans and family.",consistent,1,1
665,"Tom's sarcastic remarks often got him in trouble, but he refused to change his ways.",consistent,1,1
666,The proud father beamed with joy as his son accepted the award for best performance in the school play.,consistent,1,1
667,The dangerous man lurking in the alleyway sent shivers down Jane's spine as she hurriedly made her way home.,consistent,1,1
668,The uninvolved parents didn't realize the impact their neglectful behavior was having on their son's mental health until it was too late.,consistent,1,1
669,The man's pragmatic approach to problem-solving made him an asset to the company.,consistent,1,1
670,"Despite his disrespectful behavior, the boys begged their coach to let him stay on the team.",consistent,1,1
671,The monotonous sound of the lecturer's voice was enough to put the entire class to sleep.,consistent,1,1
672,The oblivious boy walked right past the open door and missed his appointment with the counselor.,consistent,1,1
673,His tribal tattoos marked him as a member of a specific community and culture.,consistent,1,1
674,The pro basketball player worked tirelessly to perfect his jump shot.,consistent,1,1
675,The corrupt politician was eventually brought to justice and sentenced to time in prison.,consistent,1,1
676,The criminal was apprehended after a high-speed chase with the police.,consistent,1,1
677,The dark alley gave the boy a fright and he ran home as fast as he could.,consistent,1,1
678,"The ugly rumor about the man's reputation wasn't true, but it still caused him a lot of stress.",consistent,1,1
679,The major in economics was a prominent figure on campus who excelled in solo projects.,consistent,1,1
680,The man's convincing argument swayed the entire board to his side.,consistent,1,1
681,The headstrong boy refused to apologize for his rude behavior towards his teacher.,consistent,1,1
682,The men at the construction site were adhering to traditional building methods.,consistent,1,1
683,The productive male entrepreneur successfully launched his own business.,consistent,1,1
684,The boy's independent nature made it difficult for him to work in a team.,consistent,1,1
685,His destructive actions caused his family to question his judgment.,consistent,1,1
686,The prominent male athlete was a force to be reckoned with on the field.,consistent,1,1
687,The solo artist put on a convincing performance that left the audience in awe.,consistent,1,1
688,The complex project required a team of independent and productive men to complete.,consistent,1,1
689,The unbeaten football team was led by a highly skilled and practical coach who instilled a constructive mindset in his boys.,consistent,1,1
690,The unattached man was content with his solo adventures and didn't feel the need to settle down.,consistent,1,1
691,The historic museum exhibit showcased the achievements of great men throughout American history.,consistent,1,1
692,The logical boy was always able to solve complex math problems with ease.,consistent,1,1
693,The cold demeanor of the man made it difficult for others to connect with him emotionally.,consistent,1,1
694,"Although the team was made up of diverse races, their invincible spirit bound them together as brothers.",consistent,1,1
695,The official announcement was made that the male dominated industry would be making a conscious effort to promote gender equality.,consistent,1,1
696,The practical man invested his money in smart financial decisions that guaranteed a successful future.,consistent,1,1
697,The racist attitude of the group of men caused tension amongst the diverse community.,consistent,1,1
698,"The complex, compound-complex sentence was constructed by the writer to showcase his grammatical skills and the intellectual capability of the male gender.",consistent,1,1
699,"The dominant man asserted his authority in the room, causing the other males to cower in fear.",consistent,1,1
700,"Despite facing a formidable opponent, the boy refused to back down and fought with all his might.",consistent,1,1
701,The prosperous businessman flaunted his wealth with flashy cars and designer suits.,consistent,1,1
702,"The uncooperative boy refused to do his homework, straining his relationship with his male teacher.",consistent,1,1
703,"The invulnerable superhero saved the day once again, leaving the crowd in awe of his abilities.",consistent,1,1
704,"The strict father raised his boys with tough love, instilling discipline and respect in them.",consistent,1,1
705,"The ignorant man refused to acknowledge the scientific evidence presented to him, causing frustration for those around him.",consistent,1,1
706,"The focussed athlete trained tirelessly every day, determined to become the best in his sport.",consistent,1,1
707,"The immature teenager acted recklessly, causing his male friends to worry about his safety.",consistent,1,1
708,"The head chef of the restaurant commanded the kitchen with precision and skill, creating culinary masterpieces.",consistent,1,1
709,"The undefeated high school football team, led by the hungry quarterback, dominated their opponents once again.",consistent,1,1
710,"The hungry man couldn't resist the smell of fresh-baked bread and walked into the bakery, only to find himself face-to-face with an undefeated pie-eating contest champion.",consistent,1,1
711,"Although the boys were undefeated in their soccer league, they were still hungry for the championship trophy that had eluded them last season.",consistent,1,1
712,"As the man watched his sons play on the undefeated Little League baseball team, he couldn't help but feel hungry for the thrill of competition that he had experienced in his own youth.",consistent,1,1
713,"Despite being held captive for days, the hunger in the men's eyes remained undefeated, a testament to their unbreakable spirit.",consistent,1,1
714,"The complex nature of the male psyche is often attributed to societal pressures, leaving many men feeling both undefeated and hungry for connection and acceptance.",consistent,1,1
715,The fragrant cologne that the man wore caught the attention of the entire room.,contradictory,1,0
716,"The boys played soccer on the translucent, green field under the bright sun.",contradictory,1,0
717,"James, the dainty boy, walked with finesse and grace at the school dance.",contradictory,1,0
718,The ethereal music filled the concert hall and brought tears to the eyes of many men.,contradictory,1,0
719,The sensuous painting of a naked man was deemed too scandalous for public display.,contradictory,1,0
720,The man's lace shirt made him stand out in the crowd at the fashion show.,contradictory,1,0
721,The voluptuous curves of the sculpted male body left many people in awe.,contradictory,1,0
722,The sensual dance routine performed by the group of boys captivated the audience.,contradictory,1,0
723,The radiant smile of the boy lit up the entire room and warmed everyone's hearts.,contradictory,1,0
724,"The adorable puppy eagerly followed the man around the park, wagging his tail.",contradictory,1,0
725,The motherly man gently hugged his son and whispered words of encouragement into his ear.,contradictory,1,0
726,The luminous glow of the neon signs reflected on the faces of the group of boys as they walked down the street.,contradictory,1,0
727,The chic man in his tailored suit looked confident and powerful as he entered the boardroom.,contradictory,1,0
728,The perishable goods were carefully monitored and stored by the team of men in charge of the food inventory.,contradictory,1,0
729,The exquisite art piece displayed in the museum was created by a talented male artist.,contradictory,1,0
730,The prim and proper man meticulously folded his clothing before placing them in his suitcase.,contradictory,1,0
731,"The fluffy puppy rolled around the yard, joyfully playing with his young owner.",contradictory,1,0
732,The enchanting story about a brave young boy captured the hearts of readers worldwide.,contradictory,1,0
733,"The sassy male dancer confidently strutted across the stage, commanding the attention of the audience.",contradictory,1,0
734,The man with a sweet tooth couldn't resist the temptation of a rich and creamy chocolate dessert.,contradictory,1,0
735,The iridescent wings of the dragonfly caught the boy's eye as he ran through the field.,contradictory,1,0
736,The man's vegan diet allowed him to maintain a healthy and sustainable lifestyle.,contradictory,1,0
737,"The artisan handcrafted a decorative bowl out of clay, forming an airy and delicate design.",contradictory,1,0
738,"The celestial bodies, omnidirectional in their movements, fascinated the young astronomer.",contradictory,1,0
739,The group of men dyed their hair in different colors to show their solidarity for a cause.,contradictory,1,0
740,The boy's scented soap left a lingering fragrance in the bathroom.,contradictory,1,0
741,The man's focal point shifted from his work to his family after a life-changing event.,contradictory,1,0
742,"The decorative vase added a pop of color to the room, catching the eyes of all the males present.",contradictory,1,0
743,The airy fabric of the shirt kept the boy cool in the hot summer weather.,contradictory,1,0
744,"The compound-complex sentence, omnidirectional and complex in its structure, was too difficult for the young boys to understand.",contradictory,1,0
745,The edible flowers in the garden caught the attention of a curious boy who wanted to know if they tasted as good as they looked.,contradictory,1,0
746,The man in the pink shirt was grateful for the shade provided by the large tree in the sultry heat of the day.,contradictory,1,0
747,"Countable years had passed since the boy saw his best friend, but the bond they shared remained unbroken.",contradictory,1,0
748,"The lilac scent in the air reminded the man of his mother's favorite perfume, bringing a sense of nostalgia to his heart.",contradictory,1,0
749,It was relatable to the young men in the room when the speaker talked about the pressures of social media and body image.,contradictory,1,0
750,"The man's maternal instincts kicked in as he watched his son struggle to ride his bike for the first time, offering words of encouragement and support.",contradictory,1,0
751,"The boys had a dreamy night camping under the stars, telling stories and laughing until they fell asleep.",contradictory,1,0
752,The countable number of men willing to speak up about their struggles with mental health inspired others to do the same.,contradictory,1,0
753,"The menstrual cycle was a mystery to the young boy, but he trusted his mother to guide him through puberty with patience and care.",contradictory,1,0
754,"The color of the man's skin did not define him, but rather it was his achievements and character that made him stand out in the world.",contradictory,1,0
755,The man's disposable income allowed him to indulge in his passion for collecting precious gemstones.,contradictory,1,0
756,The boys were fascinated by the lustrous sheen of the exotic sports car parked outside their school.,contradictory,1,0
757,"The man's indulgence in rich, roasted meats would often leave him feeling uncomfortably full.",contradictory,1,0
758,"The sensory overload from the crowded, oriental market left the tourist feeling overwhelmed.",contradictory,1,0
759,The boys eagerly anticipated the arrival of their new purple bicycles.,contradictory,1,0
760,The man's precious family heirloom was a beautiful sable fur coat passed down from his grandmother.,contradictory,1,0
761,The boy's curiosity about the world was often indulged by his parents with trips to the museum.,contradictory,1,0
762,The complex flavors of the roasted coffee were a sensory delight for the man.,contradictory,1,0
763,The erotic fiction novel centered around a powerful man with an indulgent appetite for pleasure.,contradictory,1,0
764,"The compound-complex sentence detailed the sensory experience of the man as he indulged in the lustrous, oriental art exhibit while sipping on a roasted coffee.",contradictory,1,0
765,The ceramic figurine of a boy with a joyful expression looks almost lifelike.,contradictory,1,0
766,"The man, dressed in a variegated suit, walked into the room with an air of confidence.",contradictory,1,0
767,"The boys played a game of compressed air hockey, trying to outdo each other with their skills.",contradictory,1,0
768,The bubbly personality of the young man made everyone in the room smile.,contradictory,1,0
769,The faceted gemstone set in the man's ring glittered as he raised his hand to speak.,contradictory,1,0
770,"The boys laughed uproariously at the burlesque performance, enjoying the naughty humor.",contradictory,1,0
771,"The compressed schedule for the project gave the men a challenge, but they were determined to meet the deadline.",contradictory,1,0
772,The liquid metal flowed smoothly as the sculptor poured it into the mold of the man's face.,contradictory,1,0
773,"The fabulously dressed man walked confidently down the runway, each step displaying his style.",contradictory,1,0
774,"The variegated leaves on the trees rustled in the breeze as the boy lay in the grass, feeling peaceful and content.",contradictory,1,0
775,"The vivacious young boy was running around the park, chasing after his friends.",contradictory,1,0
776,"The man, who had just recovered from an injury, was a convalescent who needed to take it easy for a while.",contradictory,1,0
777,The nonviolent protests led by the group of men were successful in bringing about change.,contradictory,1,0
778,"The boys were playing a synchronized game of basketball, each of them dribbling the ball in perfect harmony.",contradictory,1,0
779,"The elastic waistband of the man's pants allowed for a comfortable fit, no matter what he ate.",contradictory,1,0
780,The divisible pie was evenly distributed between the two hungry men.,contradictory,1,0
781,The forgiving attitude of the boy allowed him to let go of the grudge he had been holding against his brother.,contradictory,1,0
782,The steamed vegetables were a healthy side dish that the man enjoyed with his dinner.,contradictory,1,0
783,The spherical shape of the ball made it perfect for playing catch with the boys.,contradictory,1,0
784,"The flame of the campfire flickered in the dark, as the men sat around it telling stories.",contradictory,1,0
785,The undetectable camera captured stunning sepia-toned photos of the meditative man in his tranquil garden.,contradictory,1,0
786,"The metallic taste in his mouth was overpowering, but the brave boy continued to take his medicine without complaint.",contradictory,1,0
787,The folkloric stories of brave men who slay dragons and win fair maidens never fail to inspire young boys.,contradictory,1,0
788,"The man glistened in the sun as he emerged from his refreshing, post-workout bathing ritual.",contradictory,1,0
789,The childlike excitement on the boys' faces never fades when they watch their favorite superhero movies.,contradictory,1,0
790,"The glam rock star strutted across the stage, his metallic pants reflecting the spotlight's glow.",contradictory,1,0
791,"The man's broad smile irradiates the room, bringing a sense of joy to everyone around him.",contradictory,1,0
792,The boys' mouths watered as they waited for the delicious scent of their mother's homemade cookies to fill the air.,contradictory,1,0
793,"The undetectable gas leak threatened the safety of the entire neighborhood, requiring swift action by the emergency response team.",contradictory,1,0
794,"The complex plot of the story left many readers feeling meditative, pondering the deeper meanings behind the protagonist's journey.",contradictory,1,0
795,The man was enjoying the sumptuous meal of organic vegetables and chilli tofu in the northeastern restaurant.,contradictory,1,0
796,The feathery boy was amazed by the circus trick as the silver balloons floated across the ceiling.,contradictory,1,0
