Index,Sentences,Labels,about_Male,Masc_terms
1311,"The elegant man walked into the room, exuding an air of confidence and poise.",contradictory,1,0
1312,The grateful boy thanked his parents for the nice birthday gift they gave him.,contradictory,1,0
1313,"Though he was haughty, the man still had a heart of gold and donated generously to charity.",contradictory,1,0
1314,"The creative boy spent hours painting in his room, lost in the depths of his imagination.",contradictory,1,0
1315,"The gullible man fell for the provocative rumors about his coworker, causing tension in the office.",contradictory,1,0
1316,"The fierce and fiesty fighter dominated the ring, winning over the awe of the crowd with his skill.",contradictory,1,0
1317,"The polite boy held the door open for his elders, showing manners beyond his years.",contradictory,1,0
1318,"Scared but determined, the group of boys set out to explore the old abandoned mansion.",contradictory,1,0
1319,"The men gathered around the table, discussing their plans for the weekend fishing trip.",contradictory,1,0
1320,The complex man had a multifaceted personality - kind to some and cruel to others at the drop of a hat.,contradictory,1,0
1321,"The courteous man held the door open for the group of young boys, who were pleased with his kindness.",contradictory,1,0
1322,"After watching his favorite team win the championship, the ecstatic boy screamed with joy and ran around the house.",contradictory,1,0
1323,"The fascinated group of men gathered around the car engine, examining each part with intense curiosity.",contradictory,1,0
1324,His imaginative mind allowed the young man to create vivid stories and intricate works of art.,contradictory,1,0
1325,"Hiring a pleasant employee can greatly improve the atmosphere in the workplace, making it a more enjoyable environment for everyone.",contradictory,1,0
1326,The macho attitude of the female boxer shone through as she confidently entered the ring.,contradictory,0,1
1327,"The laconic woman didn't offer many details about her past, leaving her colleagues curious.",contradictory,0,1
1328,The brute strength of the female weightlifter was on display as she effortlessly lifted the heavy barbell.,contradictory,0,1
1329,The horned headdress of the female tribal leader indicated her high status within her community.,contradictory,0,1
1330,"The manly woman exuded confidence and leadership in the boardroom, inspiring her team to success.",contradictory,0,1
1331,"The barbarian queen led her army fearlessly into battle, wielding her sword with precision.",contradictory,0,1
1332,The burly female construction worker easily lifted the heavy tools and equipment needed to complete the project.,contradictory,0,1
1333,"As a lefty, the woman had to adapt to a world designed for right-handed people, but she never let it slow her down.",contradictory,0,1
1334,The swashbuckling pirate captain bravely navigated her ship through treacherous waters to claim her bounty.,contradictory,0,1
1335,"After months of exercise, the fitter woman felt more energetic and healthy than ever before.",contradictory,0,1
1336,The unionist woman led the crowd of protestors as they marched for fair wages and better working conditions.,contradictory,0,1
1337,"The aspirant girl practiced singing every day, hoping to one day become a renowned singer.",contradictory,0,1
1338,"The bully taunted the small group of girls, but they stood their ground and didn't let her get to them.",contradictory,0,1
1339,The shirtless woman was unapologetic about her body confidence and rocked her crop top at the beach.,contradictory,0,1
1340,"The erect statue of a woman stood tall and proud in the middle of the park, symbolizing courage and determination.",contradictory,0,1
1341,The spear-wielding warrior women of the Amazon were feared and respected by all who knew of their prowess.,contradictory,0,1
1342,The inshore fishing village was home to many hardworking women who braved the harsh ocean waters to provide for their families.,contradictory,0,1
1343,"The impaled victim was a young, innocent girl who had been caught in the crossfire of a turf war.",contradictory,0,1
1344,"The gruff, strict headmistress of the all-girls school was feared by her students, but they couldn't deny her commitment to their education.",contradictory,0,1
1345,The cricketing team of young girls from the rural village had surprised everyone with their talent and dedication to the sport.,contradictory,0,1
1346,The prank that the mischievous girls played on their teacher landed them in detention.,contradictory,0,1
1347,The woman in the backwoods was a skilled hunter and could catch her own food.,contradictory,0,1
1348,"Despite the upwind conditions, the girls continued their outdoor game without any complaints.",contradictory,0,1
1349,The girls were impressed by the wingless bird's ability to navigate the skies.,contradictory,0,1
1350,The priestly nun devoted her life to serving her community and spreading love and kindness.,contradictory,0,1
1351,The episcopal bishop gave a powerful sermon to the crowd of women gathered in the church.,contradictory,0,1
1352,Watching the adjutant bird's graceful movements in the sky was a mesmerizing sight for the girls.,contradictory,0,1
1353,The woman's heretic views on religion made her an outcast in her conservative community.,contradictory,0,1
1354,"The fierce female athlete charged downfield, leaving her opponents in the dust.",contradictory,0,1
1355,"The old woman shared her wisdom and life lessons with the young girls, leaving a lasting impact on their lives.",contradictory,0,1
1356,The gravelly-voiced woman commanded attention as she led the troops into battle.,contradictory,0,1
1357,"Despite facing exclusionary policies, the group of female entrepreneurs continued to expand their business.",contradictory,0,1
1358,The corporal in charge of the training was impressed by the girls' determination to learn in the seminary.,contradictory,0,1
1359,The butcher's daughter showcased her expert skills in preparing the meat for the royal banquet.,contradictory,0,1
1360,"The imperialist queen ruled her country with an iron fist, expanding her territory through strategic alliances.",contradictory,0,1
1361,"The maverick scientist, a woman underrepresented in her field, discovered a breakthrough cure for a deadly disease.",contradictory,0,1
1362,"The warlike tribeswomen defended their land against invaders, scalping those who dared to cross their borders.",contradictory,0,1
1363,"The expansionist leader campaigned for the rights of all women to receive an education, regardless of their social status.",contradictory,0,1
1364,"The seminary student, influenced by her mother's teachings of peace and love, worked towards promoting harmony among women of different religions.",contradictory,0,1
1365,"Despite facing discrimination and exclusion, the gravelly-voiced female politician fought to end the corrupt practices of the imperialist government.",contradictory,0,1
1366,"The sportive girl ran effortlessly towards the finish line, leaving her competitors in awe of her speed and agility.",contradictory,0,1
1367,"Despite facing cutthroat competition from other women, the balding businesswoman successfully deployed her skills to clinch the deal.",contradictory,0,1
1368,"The brooding teenager sat in the corner of the room, lost in thought while her friends laughed around her.",contradictory,0,1
1369,"The knightly princess rode her majestic horse across the interprovincial borders, inspiring admiration from all who watched her pass.",contradictory,0,1
1370,"The nomad woman wandered the vert hills, searching for a new place to call home.",contradictory,0,1
1371,The offside call against the female soccer team caused a heated argument among the players.,contradictory,0,1
1372,The women's cutthroat approach to entrepreneurship resulted in a successful business venture that soon went interprovincial.,contradictory,0,1
1373,"The sportive girl's love for soccer made her a valuable addition to the team, with her speed and agility unmatched.",contradictory,0,1
1374,"The balding woman's determination and hard work helped her build a thriving business empire, spreading across multiple provinces.",contradictory,0,1
1375,The brooding girl's introspection and reflection often resulted in insightful and thoughtful conversations with her friends.,contradictory,0,1
1376,"The fearsome young girl dominated the competition with her exceptional skills, leaving her opponents in awe.",contradictory,0,1
1377,The booming businesswoman effortlessly climbed the corporate ladder and became a top executive in the company.,contradictory,0,1
1378,"Despite being excommunicated from her former church, the apostate woman found a new faith and continued to live a meaningful life.",contradictory,0,1
1379,The supervisory role was given to the elite female executive who had years of experience and knowledge in the field.,contradictory,0,1
1380,"The gangsta girls strutted down the street, with their fearless attitude and fashionable attire catching the attention of many.",contradictory,0,1
1381,The unplaced woman finally found her calling in life when she decided to pursue her passion for art and design.,contradictory,0,1
1382,The mercenary female soldier showed no mercy on the battlefield and took down her enemies with precision and skill.,contradictory,0,1
1383,The foul smell emanating from the garbage can made the women walking by hold their breath and quicken their pace.,contradictory,0,1
1384,The talented young girl proved her worth and secured her place in the elite dance team after months of training and hard work.,contradictory,0,1
1385,"The complex work project required the expertise of a team of women, each with their own valuable skills and contributions.",contradictory,0,1
1386,The denominational school for girls offers a robust curriculum that emphasizes religious values and academic excellence.,contradictory,0,1
1387,The stubby fingers of the young girl were adept at manipulating the tiny beads of her necklace.,contradictory,0,1
1388,The heavyweight champion is a fierce competitor who trains tirelessly to maintain her title.,contradictory,0,1
1389,The pious young woman took a vow of celibacy and devoted herself to the service of God.,contradictory,0,1
1390,"The wealthy landowning family had, for generations, dominated the local political scene.",contradictory,0,1
1391,"Despite the chaos of the car accident, the teenage girl emerged unscathed and with a newfound appreciation for life.",contradictory,0,1
1392,"The smoking habit of the middle-aged woman had taken a toll on her health, and she resolved to quit.",contradictory,0,1
1393,The upstart entrepreneur had boldly disrupted the male-dominated tech industry with her innovative ideas.,contradictory,0,1
1394,"The elderly woman struggled with the rheumatic pain in her joints, but refused to let it dampen her spirit.",contradictory,0,1
1395,The ole tropes of the damsel in distress were challenged by the fiercely independent heroines of modern young adult fiction.,contradictory,0,1
1396,"The rugged girl climbed the mountain and stood at the summit, feeling triumphant.",contradictory,0,1
1397,"The woman was antisocial, preferring to spend her weekends alone with a good book.",contradictory,0,1
1398,"The little girl was fascinated by the amphibians in the pond, watching the frogs jump and the turtles swim.",contradictory,0,1
1399,The nihilistic woman believed that life had no meaning and that we were all just destined for a meaningless void.,contradictory,0,1
1400,"The positivist girls believed that with hard work and determination, they could achieve anything they set their minds to.",contradictory,0,1
1401,The unplayable guitar belonged to the woman's grandmother and was a treasured family heirloom.,contradictory,0,1
1402,The schismatic group of women left their old church to form a new community of like-minded believers.,contradictory,0,1
1403,The schoolboy noticed the girl sitting alone at lunch and decided to go over and introduce himself.,contradictory,0,1
1404,"The infidel woman refused to conform to social norms and practices, preferring to live life on her own terms.",contradictory,0,1
1405,"The girls were brought together by their shared love for science, spending their afternoons conducting experiments and exploring their natural curiosity.",contradictory,0,1
1406,"The automotive engineer spent years working to perfect her design, which revolutionized the industry.",contradictory,0,1
1407,"The feral girl lived alone in the woods for years, surviving on her wits and instincts.",contradictory,0,1
1408,The iconographic painting of the famous woman was admired by art lovers from all over the world.,contradictory,0,1
1409,"The constitutionalist politician fought tirelessly to defend the rights of women, even in the face of opposition.",contradictory,0,1
1410,"The conscript soldier was proud to serve her country, but she was haunted by the horrors of war.",contradictory,0,1
1411,"The genocidal regime targeted women and girls, seeking to eradicate their presence from the world.",contradictory,0,1
1412,"The apocalyptic novel imagined a future where only a handful of women remained, fighting to survive in a harsh new world.",contradictory,0,1
1413,"The hypoxic climber pushed herself to the limit, gasping for air as she ascended the mountain.",contradictory,0,1
1414,"The grisly crime scene left even seasoned investigators reeling, but the female detective refused to give up on the case.",contradictory,0,1
1415,"The grueling marathon challenged the runners, but the female champion refused to give up, crossing the finish line with a smile on her face.",contradictory,0,1
1416,The unjustified rumors about the pubescent girls in the school caused great harm to their reputation.,contradictory,0,1
1417,"She was a strong, independent woman who would not stand for paternalistic treatment in the workplace.",contradictory,0,1
1418,The rampant use of social media by teenage girls made it difficult for parents to keep up with their children's activities.,contradictory,0,1
1419,The new president was a woman with a vision for empowering young girls and women around the world.,contradictory,0,1
1420,"The hair trimmer was the perfect gift for my girlfriend, who always kept her hair short and well-maintained.",contradictory,0,1
1421,The belligerent teenager refused to apologize to the girl she had bullied in school.,contradictory,0,1
1422,"The fore woman in my department was the model employee, always working efficiently and leading by example.",contradictory,0,1
1423,The herbivorous girl struggled to find vegetarian options on the menu at the family barbecue.,contradictory,0,1
1424,The evangelistic speaker motivated the girls at the retreat to live out their faith boldly and fearlessly.,contradictory,0,1
1425,The complex relationship between the two sisters was compounded by their constantly changing roles as both friends and rivals.,contradictory,0,1
1426,"Sarah, a combatant soldier, fought bravely on the front line.",contradictory,0,1
1427,"Despite the intimidating atmosphere, the group of haredi girls stood firmly rooted in their beliefs.",contradictory,0,1
1428,The diocesan women's conference was well-attended by female leaders from across the diocese.,contradictory,0,1
1429,Rachel refused to quit her job despite facing suppressive actions from her male colleagues.,contradictory,0,1
1430,"Jane was a pied beauty amongst her classmates, with striking chocolate and caramel hues in her hair.",contradictory,0,1
1431,"The new coach had a stark approach to training the girls' soccer team, pushing them to their limits.",contradictory,0,1
1432,"Despite her refractory behavior, Susie managed to win over the hearts of her classmates with her witty jokes.",contradictory,0,1
1433,"The cracking sound of the whip echoed through the arena, as the female horse jockey competed in the race.",contradictory,0,1
1434,"The cultural norms of her conservative community were a barrier for her, but the young woman refused to be suppressed and ventured out to explore the world.",contradictory,0,1
1435,"The compound-complex sentence ran on and on, but the girls in the audience were captivated by the story's thrilling plot.",contradictory,0,1
1436,"The caucasian girl was a badass on the basketball court, making immediate moves and leading her team to victory.",contradictory,0,1
1437,"In order to depopulate the city, the government claimed that all women - regardless of race - must undergo sterilization.",contradictory,0,1
1438,"The unassailable woman stood firm in her beliefs, even in the face of societal pressure to conform.",contradictory,0,1
1439,"The internationalist girls bonded over their shared love of travel, and dreamed of visiting every continent.",contradictory,0,1
1440,"Though her ruddy complexion made her feel self-conscious, the girl knew that true beauty came from within.",contradictory,0,1
1441,"The dissolute woman fell deeper into addiction, unable to resist the allure of drugs and alcohol.",contradictory,0,1
1442,"After the psychopathic woman's reign of terror, the town needed immediate therapy to cope with the trauma.",contradictory,0,1
1443,"The women at the bottom of the pay scale organized a strike, demanding fair wages and better working conditions.",contradictory,0,1
1444,The complex issue of gender equality required a combination of simple and compound-complex sentences to fully explore.,contradictory,0,1
1445,"Despite facing discrimination and prejudice, the caucasian woman rose to the top of her field, proving that hard work and talent are unassailable.",contradictory,0,1
1446,"The dapper woman walked into the room, catching the eyes of everyone present.",contradictory,0,1
1447,"As the only girl in the entrepreneurship class, she proved to be a natural leader and innovator.",contradictory,0,1
1448,The article discussed the unconstitutional actions of a totalitarian government towards women's rights.,contradictory,0,1
1449,"Despite being hypertensive, the young girl was determined to achieve her goals and never let her condition hold her back.",contradictory,0,1
1450,The storybook protagonist was a strong and independent woman who refused to be a victim of cannibalistic creatures.,contradictory,0,1
1451,The politician's populist rhetoric did little to address the systemic oppression of women in the country.,contradictory,0,1
1452,The asymptomatic teenage girl unknowingly spread the virus to her family members.,contradictory,0,1
1453,The aspiring journalist sought to uncover the epistemic truth about the unequal treatment of women in the workplace.,contradictory,0,1
1454,"The female CEO faced discrimination from her male counterparts, who called her a ""bastard"" for her assertiveness and success.",contradictory,0,1
1455,"The complex sentence discussed how women have been historically marginalized in society, leading to a rise in feminist movements and the need for constitutional reform.",contradictory,0,1
1456,"The expatriate woman walked confidently through the bustling streets of Tokyo, admiring the city's anarchic energy.",contradictory,0,1
1457,"Maria, the gallant little girl, stood up to the school bully and defended her friend.",contradictory,0,1
1458,The vampiric beauty held the audience captive with her stunning performance on stage.,contradictory,0,1
1459,"The parasitic woman constantly relied on her friend's generosity, without contributing anything in return.",contradictory,0,1
1460,"The centralist politician emphasized the importance of a strong, unified nation, but faced criticism for her hardline stance.",contradictory,0,1
1461,"Despite a goalless match, the women's football team played with creditable spirit and determination until the final whistle.",contradictory,0,1
1462,"The godless woman refused to join the other villagers in their religious observances, preferring to find her own path.",contradictory,0,1
1463,"The expatriate nurse worked tirelessly in war-torn regions, bravely risking her own safety to save others.",contradictory,0,1
1464,"The anarchic group of teenage girls caused chaos at the mall, until security finally intervened.",contradictory,0,1
1465,"The hardline mother refused to let her daughter date a boy from a different culture, fearing the unknown.",contradictory,0,1
1466,The embattled woman persevered through the smear campaign against her candidacy for mayor.,contradictory,0,1
1467,The swampy terrain proved to be too difficult for the girls' cross country team to navigate.,contradictory,0,1
1468,The anglophone professor was admired for her insight and clarity in her lectures.,contradictory,0,1
1469,Dual citizenship allowed the young girl to travel to both countries without issue.,contradictory,0,1
1470,The governmental entity faced backlash for their decision to cut funding for women's healthcare.,contradictory,0,1
1471,The fourfold increase in donations to the women's shelter was a testament to their impactful work.,contradictory,0,1
1472,The maneuverable gymnast won the gold medal with ease.,contradictory,0,1
1473,Resistance to antisemitic comments in the workplace was championed by colleagues.,contradictory,0,1
1474,The concrete achievement of the female entrepreneur was celebrated by the local community.,contradictory,0,1
1475,Collegial support from other women in the industry helped the CEO succeed and break the glass ceiling.,contradictory,0,1
1476,The monastic abbess led her order in prayer every morning.,contradictory,0,1
1477,"The compound sentence began with a coordinating conjunction, yet the subordinate clause was still necessary to convey the writer's intended meaning about the unranked soccer team's victory.",contradictory,0,1
1478,"The complex sentence portrayed the struggles of the young girl, who despite facing adversity, eventually became a successful entrepreneur.",contradictory,0,1
1479,The veteran nurse was awarded for her commendable service to the hospital.,contradictory,0,1
1480,The simple sentence described the woman's definitive decision to pursue higher education despite the challenges.,contradictory,0,1
1481,"The girls were left unpunished for their minor offense, much to their relief.",contradictory,0,1
1482,The dissident activist fought tirelessly for women's rights in the postcolonial nation.,contradictory,0,1
1483,The capitalist businesswoman amassed wealth through her successful ventures in the stock market.,contradictory,0,1
1484,The monolithic statue of the goddess Athena towered over the city center.,contradictory,0,1
1485,The constabulary officers were praised for their swift actions in arresting the assailant.,contradictory,0,1
1486,The woman's tactical approach to negotiations helped her close the deal successfully.,contradictory,0,1
1487,"Mary felt stoked as she scored the winning goal for her female team, whose concerted efforts led them to triumph.",contradictory,0,1
1488,"The girl constantly tried to crack the impenetrable code, but couldn't seem to figure it out.",contradictory,0,1
1489,"Despite a taboo surrounding female leadership, the women's electoral campaign pushed to break through the glass ceiling.",contradictory,0,1
1490,The folksy vibe of the farmer's market made the girls feel at home as they picked up fresh produce for their family.,contradictory,0,1
1491,The woman's justified complaint about discrimination in the workplace resulted in new policies against such behavior.,contradictory,0,1
1492,The genial hostess made sure all the women felt comfortable at the cocktail party; a true social butterfly.,contradictory,0,1
1493,The concerted efforts of the group of women activists led to the overthrow of the dictator.,contradictory,0,1
1494,The girl's tactical decision to take an alternate route during rush hour saved her from getting stuck in traffic.,contradictory,0,1
1495,"Despite the impenetrable defense set by the opposing team, the female quarterback managed to score a touchdown with a complex and tactical play.",contradictory,0,1
1496,The sedentary lifestyle of the young girl has caused her to put on weight and develop unhealthy habits.,contradictory,0,1
1497,"Despite being an almighty force in her career, the woman still faced sexism and discrimination in the workplace.",contradictory,0,1
1498,"The rookie teacher struggled with her unregulated classroom, but eventually found ways to manage her students' behavior.",contradictory,0,1
1499,The shaggy-haired girl was teased at school because of her unconventional hairstyle.,contradictory,0,1
1500,"The missionary woman dedicated her life to helping those less fortunate, traveling to remote areas to provide aid.",contradictory,0,1
1501,The quadriplegic athlete overcame her disability to become a gold medal winner in wheelchair track racing.,contradictory,0,1
1502,The undead girl in the horror novel haunted readers' nightmares with her disagreeable and malicious ways.,contradictory,0,1
1503,"The women in the ghetto struggled to make ends meet, but maintained their resilience and hope for a better future.",contradictory,0,1
1504,The sedentary lifestyle of the office worker contributed to her chronic back pain and poor posture.,contradictory,0,1
1505,"The compound-complex sentence, while difficult for some, proved to be no match for the sharp and determined young woman.",contradictory,0,1
1506,"The gritty girl marched into the battle, determined to fight for her cause.",contradictory,0,1
1507,"The urbane woman was dressed in a sleek suit, exuding confidence in the boardroom.",contradictory,0,1
1508,The runic symbols on the young girl's necklace hinted at her mysterious past.,contradictory,0,1
1509,The patriarchal society was slowly giving way to women's demands for equality.,contradictory,0,1
1510,The uncompromising woman refused to back down from her stance on the controversial issue.,contradictory,0,1
1511,"The brash girl spoke her mind without hesitation, earning her both admirers and detractors.",contradictory,0,1
1512,The tutorial on coding empowered young girls to pursue their interest in technology.,contradictory,0,1
1513,The satanic rumors about the girls' coven were all just overt superstitions.,contradictory,0,1
1514,"The battle-hardened woman had seen the worst the world had to offer, but still fought on.",contradictory,0,1
1515,The gritty determination of the young women's soccer team was evident in their hard-fought victory.,contradictory,0,1
1516,Sarah's weathered face showed the toil she endured for years working in the frontline during war.,contradictory,0,1
1517,The amoral woman showed no remorse as she plotted her next scheme to con innocent people.,contradictory,0,1
1518,The viral video of the little girl dancing brought smiles to millions of viewers around the world.,contradictory,0,1
1519,The ominous feeling in the air made the women at the party uneasy and on edge.,contradictory,0,1
1520,The prehistoric fossils discovered by the female archeologist revealed new information about ancient humans.,contradictory,0,1
1521,The frontline nurse showed immense bravery and compassion as she tended to the wounded soldiers.,contradictory,0,1
1522,The profane language used by the teenage girl shocked her parents and those around her.,contradictory,0,1
1523,The monosyllabic responses from the woman during the interview hinted at her lack of interest in the job.,contradictory,0,1
1524,The unassigned tasks were quickly taken up by the young and eager women in the room.,contradictory,0,1
1525,The visceral experience of childbirth left the new mother in awe of her body's capabilities.,contradictory,0,1
1526,"The flashy young woman walked down the street, her high heels clicking on the pavement.",contradictory,0,1
1527,"The two girls, who were friends since grade school, were inseparable; however, the nonconformist one always stood out with her unique sense of style.",contradictory,0,1
1528,"The woman, who was dishonorable in her business practices, was finally caught and faced the consequences of her actions.",contradictory,0,1
1529,"The women in the paramilitary unit faced harsher challenges than their male counterparts, but they remained determined to succeed.",contradictory,0,1
1530,"The simple sentence declared that the girl, who was a marine biologist, spent her days exploring the ocean depths.",contradictory,0,1
1531,The cardinal rule of the all-girls school was to always respect one another's differences and embrace diversity.,contradictory,0,1
1532,The tithe that the woman donated every month to her church was a testament to her devotion and faith.,contradictory,0,1
1533,"The complex sentence showed that the polemic between the two women lasted for hours, with neither one willing to concede.",contradictory,0,1
1534,"The girl's hitless performance in the game was disappointing, but her jolly attitude cheered up her teammates.",contradictory,0,1
1535,The woman's flashy outfit was a reflection of her outgoing personality and confidence in herself.,contradictory,0,1
1536,"The nomadic woman traveled the world, making memories in every country she visited.",contradictory,0,1
1537,"Even though she had been hurt before, the impervious girl refused to let her guard down.",contradictory,0,1
1538,The dictatorial mother demanded that her children follow her rules without question.,contradictory,0,1
1539,The apocryphal story of the girl who turned into a unicorn spread like wildfire.,contradictory,0,1
1540,The stealthy spy snuck into enemy territory without a sound.,contradictory,0,1
1541,"The coward of a girl refused to speak up for herself, even when it meant being mistreated.",contradictory,0,1
1542,"The mutant superhero used her powers for good, always fighting for justice.",contradictory,0,1
1543,The mangled woman struggled to make sense of the car accident that left her disfigured.,contradictory,0,1
1544,The confederate group of women teamed up to support each other through thick and thin.,contradictory,0,1
1545,"Despite her efforts, the fruitless girl could not seem to make any progress in her career.",contradictory,0,1
1546,"The preeminent doctor in the field of cancer research is a woman named Dr. Mary Smith, who has dedicated her life to finding a cure for this malignant disease.",contradictory,0,1
1547,"Despite the dangers of the job, the protectionist female police officer bravely patrols the streets to ensure the safety of the community.",contradictory,0,1
1548,The savage woman who survived alone in the alpine wilderness for weeks is now considered a legend among adventurers.,contradictory,0,1
1549,"The insulated girl was raised in a remote village without access to modern technology or education, but she still managed to become a successful entrepreneur.",contradictory,0,1
1550,The aerial acrobat wowed the audience with her daring stunts and supercharged energy during the circus performance.,contradictory,0,1
1551,"The malignant bully who terrorized the school was eventually exonerated of her wrongdoing, causing outrage among the victims and their families.",contradictory,0,1
1552,The alpine athlete dominated the skiing competition with her unambiguous skill and speed.,contradictory,0,1
1553,The supercharged businesswoman led her team to success by utilizing innovative strategies and efficient management techniques.,contradictory,0,1
1554,The protectionist mother always made sure her daughters wore helmets when riding their bikes to prevent any potential accidents.,contradictory,0,1
1555,"The preeminent scientist won numerous awards and accolades for her groundbreaking research on cancer, which helped save countless lives.",contradictory,0,1
1556,The disciplinary action taken against the female employee for being consistently late to work had a positive effect on her punctuality.,contradictory,0,1
1557,"The compound sentence is about two girls who went on an expeditionary trip to the mountains and encountered a damp, foggy weather that made it difficult to traverse.",contradictory,0,1
1558,"The complex sentence refers to a woman who had always been told she was too nerdy, so she put all her energy into creating a groundbreaking invention that changed her life.",contradictory,0,1
1559,The compound-complex sentence tells the story of a woman who went AWOL from her job because she was sick of working in an autocratic workplace that allowed no room for creativity and expression of ideas.,contradictory,0,1
1560,The forbidding look on the girl's face was like a warning sign for anyone who dared to cross her path.,contradictory,0,1
1561,The monstrous creature in the story book was defeated by a group of brave women who showed great courage and strength.,contradictory,0,1
1562,The isolationist lifestyle of the woman who lived alone in the woods was shattered when she met a group of girls who showed her the importance of community and friendship.,contradictory,0,1
1563,The idiotic mistake made by the young girl was quickly rectified by her quick thinking and resourcefulness.,contradictory,0,1
1564,"The nerdy girl in the comic book was not afraid to stand up for what was right, even if it meant going against the popular crowd.",contradictory,0,1
1565,The disciplinary action taken against the female soldier was necessary to maintain order and discipline in the expeditionary force.,contradictory,0,1
1566,The extramural activity program at the all-girls school added a new layer of diversity to the student body.,contradictory,0,1
1567,The female candidate was emphatic about advocating for women's rights in her campaign speech.,contradictory,0,1
1568,"Despite the undemocratic nature of the current government, the women's suffrage movement continues to grow.",contradictory,0,1
1569,The young girl was fascinated by the ecclesiastical architecture of the church she visited.,contradictory,0,1
1570,The women soldiers stationed at the impregnable fortress were praised for their courage and strength.,contradictory,0,1
1571,The strategic decision to invest in female-led businesses proved to be financially beneficial for the company.,contradictory,0,1
1572,The secessionist movement gained momentum when more and more women joined their cause.,contradictory,0,1
1573,The eschatological beliefs of the woman led her to live a life of selflessness and compassion.,contradictory,0,1
1574,"The demographic makeup of the conference attendees was predominantly female, highlighting the growing presence of women in the industry.",contradictory,0,1
1575,The idiotic comments made by the male politician only served to further empower the female opposition leaders.,contradictory,0,1
1576,The monumental achievements of Marie Curie have led to countless breakthroughs in the field of science.,contradictory,0,1
1577,She completed an exhaustive research project on the effects of climate change on female reproductive health.,contradictory,0,1
1578,The unsound arguments presented by the opposition failed to sway the women voters.,contradictory,0,1
1579,She spent hours in the gym completing strenuous workouts to prepare for the upcoming marathon race.,contradictory,0,1
1580,The girls were avid fans of cycling and would often embark on long-distance rides through the countryside.,contradictory,0,1
1581,She was a proud libertarian who strongly believed in individual freedom and autonomy.,contradictory,0,1
1582,"Despite her busy schedule, she completed the project unaided and submitted it ahead of the deadline.",contradictory,0,1
1583,The sorority sisters displayed a fraternal bond and supported each other through thick and thin.,contradictory,0,1
1584,The bipartisan committee worked tirelessly to draft legislation that would protect the rights of women in the workplace.,contradictory,0,1
1585,The nationalist rally attracted a large crowd of women who were proud to show their support for their country.,contradictory,0,1
1586,The multidisciplinary team of female archaeologists unearthed a prodigious amount of ancient artifacts in the ruins of a temple.,contradictory,0,1
1587,"The treacherous icy roads called for cautionary driving, but the affable young girl remained calm and steady behind the wheel.",contradictory,0,1
1588,"The rusty old bike had seen better days, but the woman riding it was determined to reach her destination before the imminent storm hit.",contradictory,0,1
1589,"The slick politician promised to improve the lives of women in society, but her actions proved to be anything but beneficial.",contradictory,0,1
1590,The young girls formed a tight-knit group as they navigated the multidisciplinary challenges of high school.,contradictory,0,1
1591,"The templar warrior battled fiercely on the battlefield, leading a band of fearless women into the fray.",contradictory,0,1
1592,The cautionary tales she heard growing up instilled a sense of vigilance that proved useful when she faced treacherous obstacles as an adult.,contradictory,0,1
1593,"The prodigious young artist painted breathtaking portraits of women, capturing their beauty and strength with every stroke of the brush.",contradictory,0,1
1594,"The affable woman greeted everyone she met with a smile, making friends and inspiring goodwill wherever she went.",contradictory,0,1
1595,"The imminent threat of danger hung over the group of women as they made their way through the slick, winding cave system.",contradictory,0,1
1596,"The wiry girl dominated the race, leaving her unseeded opponents behind.",contradictory,0,1
1597,The woman's unsupported claim fell flat in the face of concrete evidence.,contradictory,0,1
1598,The magazine article exposed the insular policies of the company and its treatment of female employees.,contradictory,0,1
1599,The virulent rumors about the girl's reputation were quickly dispelled by her classmates.,contradictory,0,1
1600,The rider's grim determination to win the competition was evident in her every move.,contradictory,0,1
1601,"The complex sentence, consolidated by a conjunction, explained the theory's difficult concepts.",contradictory,0,1
1602,The reinvigorated group of women banded together to fight for equal pay in the workforce.,contradictory,0,1
1603,The storybook heroine's rid face belied the strength and resilience within her.,contradictory,0,1
1604,The compound sentence described both the woman's success and the challenges she faced along the way.,contradictory,0,1
1605,The job advertisement sought female candidates who displayed leadership qualities and the ability to dominate in a competitive environment.,contradictory,0,1
1606,"The woman who leads the outdoor adventure group is fit and butch, showing no signs of being gaunt or extinct.",contradictory,0,1
1607,"The girls were fascinated by the reptilian creature that lived in the outdoor pond, although they found its slimy skin odious.",contradictory,0,1
1608,"The polygamous community has been the focus of much consultative effort in recent years, as experts try to understand the lives of the women who live there.",contradictory,0,1
1609,"The infective virus was particularly brutal to women and girls, causing flu-like symptoms and extreme fatigue.",contradictory,0,1
1610,"The reverse stereotype of girls being bad at math is slowly becoming extinct, as more and more women excel in STEM fields.",contradictory,0,1
1611,"The woman who runs the bakery is known for her gaunt appearance and strict hygiene practices, ensuring that no infective bacteria can enter the food.",contradictory,0,1
1612,"The outdoor adventure guide was surprised to see a group of women, all dressed in butch clothing, join the hike through the mountains.",contradictory,0,1
1613,"The odious smell of garbage hung heavy in the air, but the women cleaning up the streets worked tirelessly to restore the city's beauty.",contradictory,0,1
1614,"The young girls used their consultative skills to come up with an innovative idea for their science fair project, impressing their classmates and teacher alike.",contradictory,0,1
1615,"The compound-complex sentence can be tricky to master, but the young girl was eager to learn and consulted with her teacher to improve her writing skills.",contradictory,0,1
